unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Recreation,shapeup nyc,2020-07-17T21:23:00.000,Manhattan,Other,pier 35,total body bootcamp,Community Based Event,Fitness,5.0,Adults,Sharepoint,Summer 2020
Recreation,shapeup nyc,2020-07-17T22:52:00.000,Manhattan,Other,pier 35,total body bootcamp,Community Based Event,Fitness,5.0,Adults,Sharepoint,Summer 2020
Recreation,,2018-08-10T20:30:00.000,Queens,Other,Beach 59th Street,Movies Under the Stars,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Movies
Recreation,shapeup nyc,2020-07-23T10:39:00.000,Queens,Other,queens bridge,mindful movement,Community Based Event,Fitness,1.0,Adults,Sharepoint,Summer 2020
Recreation,shapeup nyc,2020-07-23T10:39:00.000,Queens,Other,queensbridge,mindful movement,Community Based Event,Fitness,1.0,Adults,Sharepoint,Summer 2020
Recreation,shapeup nyc,2020-07-18T21:11:00.000,Queens,Other,beach 17 st far rockway,ultimate cardio,Community Based Event,Fitness,5.0,Adults,Sharepoint,Summer 2020
Recreation,,2018-08-12T20:30:00.000,Queens,Other,Beach 94th Street,"Movies Under the Stars ""North Shore""",Community Based Event,Mobile Unit,217.0,General Public,Sharepoint,Movies
Recreation,,2018-08-11T20:30:00.000,Queens,Other,Beach 94th Street,Movies Under the Stars,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Movies
Recreation,,2020-08-01T10:00:00.000,Manhattan,Other,East River Esplanade,Shape Up NYC: Total Body BootCamp,Community Based Event,Fitness,10.0,Adults,Sharepoint,Summer 2020
Recreation,,2020-08-01T11:00:00.000,Queens,Other,Rockaway Beach and Boardwalk,Shape Up NYC: Ultimate Cardio,Community Based Event,Fitness,0.0,Adults,Sharepoint,Summer 2020
Urban Park Rangers,General public,2020-09-04T12:45:00.000,Queens,Other,Peters Field,Los animales en los arboles,Community Based Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General public,2020-09-04T11:25:00.000,Queens,Other,Rockaway Beach and Boardwalk,Who lives in the Ocean,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Recreation,ADAPT Community Services,2020-09-04T11:00:00.000,Bronx,Other,Virtual Poe on Zoom,Special Express Writers Anthology Project,Agency Produced Event,Arts/Culture,7.0,Young Adult;#Adults,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-09-05T11:00:00.000,Manhattan,Other,"Harlem Open Streets: 127th street, between Adam Clayton Powell and Fredrick Douglas Blvds",Harlem Open Streets West 127th R.C.C and You,Community Based Event,Nature,27.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-09-05T11:30:00.000,Manhattan,Other,Harlem Open Streets West 127th,Harlem Open Streets West 127th Meet the Rangers and Pumpkin the Corn Snake,Community Based Event,Nature,18.0,General Public,Sharepoint,Summer 2020
Recreation,ADAPT Community Services Nate Vaky,2020-09-11T11:00:00.000,Bronx,Other,Virtual Poe,Special Express Writers Anthology,Agency Produced Event,Arts/Culture,9.0,Young Adult;#Adults,Sharepoint,Summer 2020
Recreation,,2018-04-21T09:00:00.000,Manhattan,Other,"Broadway, Times Square, Union Square",Car Free Earth Day,Community Based Event,Academic/Out of School time,,General Public,Sharepoint,
Recreation,Jeslyn Galarza,2020-09-14T10:00:00.000,Bronx,Park,St. Mary's Parking Lot,Trap and Spin,Open House,Fitness,0.0,Adults;#Young Adult;#Seniors,Sharepoint,Fitness
Urban Park Rangers,General public,2020-09-16T12:00:00.000,Queens,Other,Rockaway Beach and Boardwalk,Beach Birds and Butterflies,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Recreation,ADAPT Community Services Nate Vaky,2020-09-18T11:00:00.000,Bronx,Park,Virtual Poe Park VC,Special Express Writers Anthology,Agency Produced Event,Arts/Culture,6.0,Adults;#Young Adult,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-09-21T16:00:00.000,Brooklyn,Other,Parade Ground,Bowling Green Cottage Clean-Up and Planting,Community Based Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Recreation,ADAPT Nate Vaky,2020-09-25T11:00:00.000,Bronx,Park,Virtual Poe Park,Virtual Special Express Writers Anthology Project,Agency Produced Event,Arts/Culture,6.0,Adults,Sharepoint,Play
Recreation,ADAPT Community Network,2020-10-02T11:40:00.000,Bronx,Park,Virtual Poe Park,Virtual Special Express Writers Anthlogy,Agency Produced Event,Arts/Culture,8.0,Adults;#Young Adult,Sharepoint,Summer 2020
Recreation,,2021-06-12T00:00:00.000,Bronx,Other,26--68 Decatur Ave Between 194 St and 195 St.,Jose Rivera Family Day Event,Community Based Event,Mobile Unit,65.0,General Public,Sharepoint,Play
Recreation,,2021-06-17T15:00:00.000,Bronx,Other,Co-Op City (Section 1 Greenway),NYPD EVENT,Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,Play
Recreation,Khadija Davis,2021-06-24T13:00:00.000,Bronx,Other,Washington Avenue,Linda Kemp's Event,Community Based Event,Mobile Unit,126.0,General Public,Sharepoint,Play
Recreation,MOME,2021-06-26T20:00:00.000,Manhattan,Other,Sol Lain Plgd,MUTS: The Croods: A New Age,Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Recreation,MOME,2021-06-11T20:00:00.000,Manhattan,Other,Pier 35,MUTS: Gremlins,Community Based Event,Mobile Unit,188.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-07-17T20:00:00.000,Queens,Other,Flushing Fields,Tom & Jerry (2021),Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2021-07-29T21:00:00.000,Bronx,Other,Orchard Beach,Movies Under the Stars - Megamind,Community Based Event,Mobile Unit,0.0,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,M.U.T.S
Recreation,,2018-08-16T20:00:00.000,Bronx,Other,Frank Frisch Field,Movies Under The Stars: A Dog's Purpose,Community Based Event,Mobile Unit,64.0,General Public,Sharepoint,Movies
Recreation,MOME,2021-07-29T21:00:00.000,Manhattan,Other,Sara D. Roosevelt Track,Movies Under The Stars: Pok̩mon Detective Pikachu,Community Based Event,Mobile Unit,125.0,General Public,Sharepoint,M.U.T.S
Public Programs,Movie Under the Stars,2021-07-30T00:00:00.000,Staten Island,Other,Timoshenko Soccer FIeld,Tenet,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,Movies
Recreation,,2021-08-03T13:00:00.000,Bronx,Other,489 East 169th Street,Borough-Wide Special Event (With NYPD),Community Based Event,Mobile Unit,170.0,General Public,Sharepoint,Play
Recreation,43rd Precinct National Night Out,2021-08-03T14:00:00.000,Bronx,Other,Soundview,National Night Out,Community Based Event,Arts/Culture,300.0,General Public,Sharepoint,Play
Recreation,,2021-08-07T11:00:00.000,Bronx,Other,Orchard Beach,Beach Games Event,Community Based Event,Mobile Unit,40.0,General Public,Sharepoint,Play
Recreation,MOME,2021-08-06T21:00:00.000,Manhattan,Other,William F. Passannante Ballfield,Movies Under The Stars: Love and Monsters,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-08-16T11:00:00.000,Bronx,Other,St Andrews Church,Play & Picnic Day,Agency Produced Event,Mobile Unit,65.0,Children,Sharepoint,Play
Recreation,,2018-07-28T10:00:00.000,Bronx,Other,3920 Paulding Avenue,11th Annual Educational Street Fair,Agency Produced Event,Mobile Unit,12.0,Children;#General Public,Sharepoint,Play
Public Programs,CM Salamanca,2021-08-17T21:00:00.000,Bronx,Other,James Burke Ballfields,Movies Under the Stars - Trolls: World Tour,Community Based Event,Mobile Unit,160.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-21T12:00:00.000,Bronx,Other,172nd St & 3rd Avenue,Back to School Event,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Play
Recreation,,2018-05-20T11:00:00.000,Bronx,Other,Castle hill YMCA,YMCA- Hispanic Grand Council Event,Community Based Event,Mobile Unit,30.0,Children;#Young Adult;#General Public,Sharepoint,Play
Public Programs,,2021-08-20T20:30:00.000,Bronx,Other,Orchard Beach,Movies Under the Stars - Godzilla vs. Kong,Community Based Event,Mobile Unit,350.0,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,M.U.T.S
Recreation,,2018-08-07T16:00:00.000,Bronx,Other,48th Precint,National Night Out,Agency Produced Event,Mobile Unit,200.0,Children;#General Public,Sharepoint,Play
Recreation,,2021-08-24T15:00:00.000,Bronx,Other,Van Dyke Cornerstone 392 Blake Avenue,FDNY POP UP EVENT,Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,Play
Recreation,,2021-08-25T12:00:00.000,Bronx,Other,759 Jennings Street (Between Union & Prospect Avenue),NYPD COMMUNITY AFFAIRS (BRINGS UNITY BACK TO THE COMMUNITY),Community Based Event,Mobile Unit,85.0,General Public,Sharepoint,Play
Recreation,,2021-08-25T11:00:00.000,Queens,Other,Athens Square,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,11.0,General Public,Sharepoint,Play
Recreation,,2021-08-28T11:00:00.000,Bronx,Other,1619 East 174 Street,Bronx River Cornerstone Event,Community Based Event,Mobile Unit,65.0,General Public,Sharepoint,Play
Recreation,,2021-09-03T13:00:00.000,Bronx,Other,156th Street Between Melrose Ave and Courtland Ave,PAL EVENT,Community Based Event,Mobile Unit,108.0,General Public,Sharepoint,Play
Public Programs,,2021-08-27T20:00:00.000,Bronx,Other,Juan Caraballo Field,Movies Under the Stars - Onward,Community Based Event,Mobile Unit,0.0,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,M.U.T.S
Recreation,Movies Under the Stars,2021-09-11T20:00:00.000,Staten Island,Other,Det. Russel Timoshenko Soccer Field,Bill and Ted Face the Music,Community Based Event,Mobile Unit,15.0,General Public,Sharepoint,Movies
Recreation,Green Thumb,2021-09-18T11:00:00.000,Manhattan,Other,Pleasant Village Community Garden,Harvest Fest with Green Thumb,Community Based Event,Nature,150.0,General Public,Sharepoint,
Recreation,,2021-09-17T19:00:00.000,Queens,Other,Athens Square,Back to the Future (1985),Community Based Event,Mobile Unit,95.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-09-24T15:00:00.000,Queens,Other,IS 141 Steinway,Mobile Unit Pop-Up / FDNY,Community Based Event,Mobile Unit,35.0,General Public,Sharepoint,Play
Recreation,,2021-09-25T10:00:00.000,Queens,Other,Bayside Fields,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Play
Recreation,,2021-09-25T19:00:00.000,Queens,Other,Bayside Fields,Peter Rabbit 2: The Runaway (2021),Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-08-19T20:30:00.000,Queens,Other,Beach 94th Street,"Movies Under the Stars ""Saving Jamaica Bay""",Community Based Event,Mobile Unit,62.0,General Public,Sharepoint,Movies
Recreation,,2018-08-26T20:30:00.000,Queens,Other,Beach 94th Street,"Movies Under the Stars ""Princess Bride""",Community Based Event,Mobile Unit,169.0,General Public,Sharepoint,Movies
Recreation,,2018-08-24T20:00:00.000,Bronx,Other,Ochard Beach,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,500.0,General Public,Sharepoint,Movies
Recreation,,2018-05-26T12:00:00.000,Bronx,Other,Lafayette Ave & Edgewater Road,The amazing Bronx river flotilla,Community Based Event,Mobile Unit,25.0,Children;#Young Adult;#Adults;#General Public,Sharepoint,Play
Recreation,,2018-09-06T18:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Make Your Mark - Rooftop Painting,Community Based Event,Arts/Culture,33.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Sharepoint,AC&F
Recreation,,2018-08-18T11:00:00.000,Bronx,Other,172 st & Bathgate Avenue,Back To School,Community Based Event,Mobile Unit,40.0,Children;#General Public,Sharepoint,Play
Recreation,,2018-08-25T11:00:00.000,Bronx,Other,158 St & Grand Concourse,Back To School Jam,Community Based Event,Mobile Unit,300.0,Children;#General Public,Sharepoint,Play
Recreation,,2018-09-01T11:00:00.000,Bronx,Other,2347 Lafayette Ave & Zerega,LTF Back 2 school,Community Based Event,Mobile Unit,160.0,Children;#General Public,Sharepoint,Play
Recreation,,2018-09-06T20:30:00.000,Queens,Other,Beach 94th Street,Movies Under the Stars,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Movies
Recreation,,2018-09-13T19:15:00.000,Bronx,Other,Belmont Field,Movies Under The Stars: Captain Underpants,Community Based Event,Mobile Unit,48.0,General Public,Sharepoint,Movies
Recreation,,2018-09-27T18:40:00.000,Bronx,Park,River Park,Movies Under The Stars: Ferdinand,Community Based Event,Mobile Unit,5.0,General Public,Sharepoint,Movies
Recreation,,2018-09-01T20:00:00.000,Staten Island,Other,Cedar Grove Meadow,Movies Under the Stars: A League Of their Own,Community Based Event,Mobile Unit,10.0,General Public,Sharepoint,Movies
Recreation,,2018-09-14T00:00:00.000,Staten Island,Other,Snug Harbor Cultural Center,Movies Under the Stars: The Black Monk,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,Movies
Recreation,,2018-09-28T19:30:00.000,Staten Island,Other,Timoshenko,Movies Under the Stars: Jurassic World:The Fallen Kingdom,Community Based Event,Mobile Unit,15.0,General Public,Sharepoint,Movies
Public Programs,,2018-08-16T11:15:00.000,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Old School Playground Games,Community Based Event,Family Festival,56.0,General Public;#Children;#Young Adult;#Adults;#Teens;#Seniors,Sharepoint,Play
Public Programs,PSA#4 & 7th Precinct,2018-03-31T12:00:00.000,Manhattan,Recreation Center,Hamilton Fish Recreation Center,2018 Cops & Kis March Madness,Community Based Event,Sport,175.0,General Public;#Teens;#Adults;#Young Adult;#Children,Sharepoint,
Recreation,,2018-06-01T20:00:00.000,Queens,Other,Rory Staunton Field,MUTS - Paddington,Community Based Event,Mobile Unit,112.0,General Public,Sharepoint,Movies
Recreation,Queens Recreation,2018-11-12T10:00:00.000,Queens,Other,Beach 32nd Street,Girl's Flag Football Invitational,Community Based Event,Sport,80.0,Teens;#Children,Sharepoint,Play
Urban Park Rangers,Green Horizons,2018-10-18T10:00:00.000,Queens,Other,Queens Botanical Garden,Green Horizons,Community Based Event,Family Festival,120.0,Children,Sharepoint,
Recreation,7th Precinct Community Affairs,2019-03-23T12:00:00.000,Manhattan,Other,Basketball City,March Madness: Cops & Kids Baksetball,Tournament/Competition,Sport,335.0,Children;#Teens;#General Public,Sharepoint,Tier 1
Recreation,Department of Education,2018-04-21T00:00:00.000,Queens,Other,Long Island City YMCA,DOE CED Distirct 30 Healthy Kids Day,Community Based Event,Sport,350.0,Children;#Teens,Sharepoint,Fitness
Recreation,World Ice Arena,2018-03-16T19:00:00.000,Queens,Other,World Ice Arena ( FMCP ),Parks Evening of Ice Skating at World Ice Arena,Community Based Event,Family Festival,142.0,General Public,Sharepoint,Play
Recreation,Council member Johnson,2019-05-25T18:00:00.000,Manhattan,Other,William F. Passannante Ballfield,Movies Under the Stars: Christopher Robin,Community Based Event,Mobile Unit,126.0,Children;#General Public,Sharepoint,M.U.T.S
Recreation,Councilman Deutsch,2019-04-23T20:00:00.000,Brooklyn,Park,Manhattan Beach Parking Lot,Beauty and the Beast(2017),Community Based Event,Mobile Unit,200.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-06-06T11:00:00.000,Bronx,Other,P.S 195,Degrees of Fitness and Fun,Community Based Event,Mobile Unit,200.0,Children,Sharepoint,Play
Recreation,,2018-06-15T11:00:00.000,Bronx,School,South Bronx Charter School,2018 Annual Picnic,Community Based Event,Mobile Unit,400.0,Children,Sharepoint,Play
Recreation,"Councilman Brannan, Sound Off",2019-05-31T19:30:00.000,Brooklyn,Other,American Veterans Memorial Pier,Silent Disco,Community Based Event,Mobile Unit,550.0,Young Adult;#Adults;#Teens;#Seniors;#General Public,Sharepoint,Music
Recreation,,2018-06-11T10:00:00.000,Bronx,Park,Poe Park,Youth Arts Festival,Community Based Event,Mobile Unit,150.0,Children;#General Public,Sharepoint,Play
Recreation,Musuem of Chinese in America,2019-06-07T19:00:00.000,Manhattan,Park,Columbus Park,Movie: Kung Fu Panda,Community Based Event,Mobile Unit,325.0,Children;#Young Adult;#General Public,Sharepoint,M.U.T.S
Recreation,,2019-06-08T20:30:00.000,Staten Island,Park,Great Kills Park,Iron Man 2 (2010),Community Based Event,Mobile Unit,70.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-06-01T20:30:00.000,Staten Island,Park,Willowbrook Park,Iron Man (2008),Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,Council Member Levine,2019-06-06T19:00:00.000,Manhattan,Park,Carmansville Park,Movie: Green Book,Community Based Event,Mobile Unit,290.0,General Public;#Teens;#Adults,Sharepoint,M.U.T.S
Recreation,Jazz Foundation,2019-06-06T18:00:00.000,Manhattan,Park,Marcus Garvey Park,Jazz Concert,Community Based Event,Arts/Culture,350.0,General Public,Sharepoint,AC&F
Urban Park Rangers,National Park Service,2019-06-12T10:00:00.000,Brooklyn,Park,Canarsie Park,Seining,Agency Produced Event,Nature,10.0,Adults,Sharepoint,Aquatics
Recreation,,2019-06-11T11:00:00.000,Manhattan,Park,John Jay Park,Learn to Ride,Community Based Event,Fitness,35.0,Children;#Young Adult;#Teens,Sharepoint,
Recreation,Council Member Kallos,2019-05-11T13:00:00.000,Manhattan,Park,Andrew Haswell Green Park,Jazz Concert: Lara Bello,Community Based Event,Arts/Culture,85.0,General Public,Sharepoint,
Recreation,Bike NYC,2019-05-18T11:00:00.000,Queens,Park,Grover Cleveland Park,Learn to Ride,Community Based Event,Sport,23.0,Children;#Teens,Sharepoint,
Recreation,"Harlem Renaissance Orchestra, Harlem Swing Dance Society",2018-06-16T17:00:00.000,Manhattan,Park,Marcus Garvey Park,Tonight We dance: Jazz & Swing,Community Based Event,Performance,445.0,General Public,Sharepoint,Dance
Recreation,Bike NYC,2019-05-25T11:00:00.000,Queens,Playground,Arverne Playground,Learn to Ride,Community Based Event,Sport,19.0,Children;#Teens,Sharepoint,
Recreation,Community Board 3,2019-06-08T10:00:00.000,Queens,Playground,Junction Playground,Community Board 3 Health Fair,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,Play
Recreation,Queensboro Dance Festival,2019-06-08T18:00:00.000,Queens,Park,Beach 17th Street,Queensboro Dance Festival,Open House,Arts/Culture,250.0,General Public,Sharepoint,AC&F
Recreation,,2018-06-14T20:00:00.000,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: The Shape of Water,Community Based Event,Mobile Unit,220.0,General Public,Sharepoint,Movies
