date,borough,location,event_type,category,attendance,audience,classification,time
2018-04-21,Manhattan,"Broadway, Times Square, Union Square",Community Based Event,Academic/Out of School time,,General Public,,09:00:00
2018-04-21,Manhattan,Recreation Center 54,Community Based Event,Academic/Out of School time,25.0,General Public,,13:30:00
2018-04-22,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,16.0,General Public,,15:00:00
2018-04-22,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Family Festival,210.0,General Public,,11:00:00
2018-04-22,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Family Festival,210.0,General Public,,15:00:00
2018-04-22,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,16.0,General Public,,11:00:00
2018-04-24,Manhattan,Alfred E. Smith Recreation Center,Community Based Event,Academic/Out of School time,15.0,General Public,,19:00:00
2018-04-24,Manhattan,Alfred E. Smith Recreation Center,Community Based Event,Academic/Out of School time,15.0,General Public,,15:00:00
2018-04-25,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Arts/Culture,36.0,General Public,,22:00:00
2018-04-25,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Arts/Culture,36.0,General Public,,18:00:00
2018-04-28,Manhattan,Thomas Jefferson Park,Community Based Event,Fitness,,General Public,,15:00:00
2018-04-28,Manhattan,Thomas Jefferson Park,Community Based Event,Fitness,,General Public,,11:00:00
2018-05-03,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,60.0,General Public,AC&F,15:00:00
2018-05-03,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,60.0,General Public,AC&F,19:00:00
2018-05-04,Staten Island,Father Macris Park,Community Based Event,Mobile Unit,50.0,General Public,Movies,19:00:00
2018-05-04,Bronx,Owen Dolen Recreation Center,Local Event,Arts/Culture,35.0,Adults;#Children;#Teens,Play,00:00:00
2018-05-04,Staten Island,Father Macris Park,Community Based Event,Mobile Unit,50.0,General Public,Movies,23:00:00
2018-05-04,Bronx,Owen Dolen Recreation Center,Local Event,Arts/Culture,35.0,"Adults, Children, Teens",Play,04:00:00
2018-05-04,Brooklyn,Sunset Park,Community Based Event,Mobile Unit,220.0,General Public,Movies,20:00:00
2018-05-05,Queens,Springfield Park,Community Based Event,Family Festival,250.0,General Public,Play,16:00:00
2018-05-05,Staten Island,Clove Lakes Park,Community Based Event,Mobile Unit,175.0,General Public,Movies,20:00:00
2018-05-05,Brooklyn,Sunset Park,Community Based Event,Mobile Unit,220.0,General Public,Movies,00:00:00
2018-05-05,Brooklyn,Maria Hernandez Park,Community Based Event,Mobile Unit,350.0,General Public,Movies,20:00:00
2018-05-05,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Fitness,30.0,General Public,Dance,14:00:00
2018-05-05,Queens,Springfield Park,Community Based Event,Family Festival,250.0,General Public,Play,12:00:00
2018-05-05,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Fitness,30.0,General Public,Dance,18:00:00
2018-05-06,Staten Island,Clove Lakes Park,Community Based Event,Mobile Unit,175.0,General Public,Movies,00:00:00
2018-05-06,Brooklyn,Maria Hernandez Park,Community Based Event,Mobile Unit,350.0,General Public,Movies,00:00:00
2018-05-09,Manhattan,Hamilton Fish Recreation Center,Agency Produced Event,Arts/Culture,30.0,Adults;#Seniors;#Adaptive,,06:00:00
2018-05-09,Manhattan,Hamilton Fish Recreation Center,Agency Produced Event,Arts/Culture,30.0,"Adults, Seniors, Adaptive",,10:00:00
2018-05-10,Manhattan,Highbridge Recreation Center,Community Based Event,Mobile Unit,35.0,General Public,Movies,20:15:00
2018-05-10,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,45.0,General Public,AC&F,13:00:00
2018-05-10,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,45.0,General Public,AC&F,17:00:00
2018-05-11,Staten Island,Cedar Grove Park,Community Based Event,Mobile Unit,150.0,General Public,Movies,20:00:00
2018-05-11,Brooklyn,McCarren Park,Community Based Event,Mobile Unit,350.0,General Public,Movies,20:00:00
2018-05-11,Manhattan,Asser Levy Recreation Center,Community Based Event,Family Festival,16.0,"Adults, Children, Teens, General Public",,04:00:00
2018-05-11,Manhattan,Carl Schurz Park,Community Based Event,Mobile Unit,400.0,General Public,Movies,20:25:00
2018-05-11,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Academic/Out of School time,20.0,"Teens, Young Adult, Children",Lecture/Panel/Talk,10:00:00
2018-05-11,Brooklyn,Owl's Head Park,Community Based Event,Mobile Unit,185.0,General Public,Movies,20:00:00
2018-05-11,Manhattan,Highbridge Recreation Center,Community Based Event,Mobile Unit,35.0,General Public,Movies,00:15:00
2018-05-11,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Academic/Out of School time,20.0,Teens;#Young Adult;#Children,Lecture/Panel/Talk,06:00:00
2018-05-11,Manhattan,Asser Levy Recreation Center,Community Based Event,Family Festival,16.0,Adults;#Children;#Teens;#General Public,,00:00:00
2018-05-12,Bronx,Williamsbridge Oval Recreation Center,Community Based Event,Mobile Unit,30.0,"Children, Young Adult, Adults",Play,13:00:00
2018-05-12,Bronx,Williamsbridge Oval Recreation Center,Community Based Event,Mobile Unit,30.0,Children;#Young Adult;#Adults,Play,09:00:00
2018-05-12,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,0.0,General Public,Movies,20:00:00
2018-05-12,Manhattan,J. Hood Wright Park,Agency Produced Event,Family Festival,20.0,Teens;#Tot;#Children;#Adults;#Young Adult,,00:00:00
2018-05-12,Manhattan,J. Hood Wright Park,Agency Produced Event,Family Festival,20.0,"Teens, Tot, Children, Adults, Young Adult",,04:00:00
2018-05-12,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Fitness,20.0,General Public,Dance,17:30:00
2018-05-12,Brooklyn,Owl's Head Park,Community Based Event,Mobile Unit,185.0,General Public,Movies,00:00:00
2018-05-12,Brooklyn,McCarren Park,Community Based Event,Mobile Unit,350.0,General Public,Movies,00:00:00
2018-05-12,Manhattan,Carl Schurz Park,Community Based Event,Mobile Unit,400.0,General Public,Movies,00:25:00
2018-05-12,Staten Island,Cedar Grove Park,Community Based Event,Mobile Unit,150.0,General Public,Movies,00:00:00
2018-05-12,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Fitness,20.0,General Public,Dance,13:30:00
2018-05-13,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,0.0,General Public,Movies,00:00:00
2018-05-17,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,35.0,General Public,AC&F,13:00:00
2018-05-17,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,35.0,General Public,AC&F,17:00:00
2018-05-18,Staten Island,Ocean Breeze Track & Field Athletic Complex,Community Based Event,Mobile Unit,50.0,General Public,Movies,00:00:00
2018-05-18,Bronx,St. James Park,Community Based Event,Mobile Unit,29.0,General Public,Movies,20:00:00
2018-05-18,Manhattan,Tony Dapolito Recreation Center,Community Based Event,Arts/Culture,27.0,General Public,Music,10:30:00
2018-05-18,Manhattan,J. Hood Wright Park,Community Based Event,Fitness,20.0,General Public,,04:00:00
2018-05-18,Manhattan,Tony Dapolito Recreation Center,Community Based Event,Arts/Culture,27.0,General Public,Music,06:30:00
2018-05-18,Manhattan,J. Hood Wright Park,Community Based Event,Fitness,20.0,General Public,,00:00:00
2018-05-18,Staten Island,Ocean Breeze Track & Field Athletic Complex,Community Based Event,Mobile Unit,50.0,General Public,Movies,04:00:00
2018-05-19,Queens,Addabbo Park ( Tudor Field ),Community Based Event,Mobile Unit,94.0,General Public,Movies,20:00:00
2018-05-19,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Arts/Culture,45.0,General Public,Dance,17:30:00
2018-05-19,Bronx,Claremont Park,Community Based Event,Mobile Unit,0.0,General Public,Movies,20:00:00
2018-05-19,Manhattan,Alfred E. Smith Recreation Center,Tournament/Competition,Sport,45.0,"Young Adult, Teens",Tier 2,18:00:00
2018-05-19,Bronx,St. James Park,Community Based Event,Mobile Unit,29.0,General Public,Movies,00:00:00
2018-05-19,Manhattan,Alfred E. Smith Recreation Center,Tournament/Competition,Sport,45.0,Young Adult;#Teens,Tier 2,14:00:00
2018-05-19,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Arts/Culture,45.0,General Public,Dance,13:30:00
2018-05-20,Queens,Rufus King Park,Community Based Event,Family Festival,450.0,General Public,Play,13:00:00
2018-05-20,Brooklyn,Coffey Park,Community Based Event,Mobile Unit,175.0,General Public,Movies,20:00:00
2018-05-20,Brooklyn,Fort Greene Park,Community Based Event,Mobile Unit,100.0,General Public,Movies,20:00:00
2018-05-20,Queens,Addabbo Park ( Tudor Field ),Community Based Event,Mobile Unit,94.0,General Public,Movies,00:00:00
2018-05-20,Bronx,Claremont Park,Community Based Event,Mobile Unit,0.0,General Public,Movies,00:00:00
2018-05-20,Queens,Rufus King Park,Community Based Event,Family Festival,450.0,General Public,Play,17:00:00
2018-05-20,Bronx,Castle hill YMCA,Community Based Event,Mobile Unit,30.0,"Children, Young Adult, General Public",Play,15:00:00
2018-05-20,Bronx,Castle hill YMCA,Community Based Event,Mobile Unit,30.0,Children;#Young Adult;#General Public,Play,11:00:00
2018-05-21,Brooklyn,Coffey Park,Community Based Event,Mobile Unit,175.0,General Public,Movies,00:00:00
2018-05-21,Brooklyn,Fort Greene Park,Community Based Event,Mobile Unit,100.0,General Public,Movies,00:00:00
2018-05-22,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,100.0,General Public;#Children,Play,12:00:00
2018-05-22,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,70.0,Children,Play,12:00:00
2018-05-22,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,100.0,"General Public, Children",Play,16:00:00
2018-05-22,Bronx,Van Cortlandt Park,Community Based Event,Mobile Unit,70.0,Children,Play,16:00:00
2018-05-23,Manhattan,Happy Warrior Playground,Community Based Event,Mobile Unit,100.0,General Public,Movies,22:00:00
2018-05-23,Manhattan,Happy Warrior Playground,Community Based Event,Mobile Unit,100.0,General Public,Movies,20:30:00
2018-05-23,Manhattan,Tony Dapolito Recreation Center,Community Based Event,Fitness,125.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Fitness,04:00:00
2018-05-23,Manhattan,Tony Dapolito Recreation Center,Community Based Event,Fitness,125.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Fitness,00:00:00
2018-05-23,Manhattan,Happy Warrior Playground,Community Based Event,Mobile Unit,100.0,General Public,Movies,18:00:00
2018-05-24,Manhattan,Tony Dapolito Recreation Center,Tournament/Competition,Sport,16.0,Teens;#Adults;#Young Adult,Tier 1,15:00:00
2018-05-24,Manhattan,Sara D. Roosevelt Park,Community Based Event,Mobile Unit,50.0,General Public,Movies,20:30:00
2018-05-24,Manhattan,Tony Dapolito Recreation Center,Tournament/Competition,Sport,16.0,"Teens, Adults, Young Adult",Tier 1,19:00:00
2018-05-24,Manhattan,Happy Warrior Playground,Community Based Event,Mobile Unit,100.0,General Public,Movies,00:30:00
2018-05-25,Queens,Frank D. O'Connor Playground,Community Based Event,Mobile Unit,236.0,General Public,Movies,20:00:00
2018-05-25,Bronx,Williamsbridge Oval Park,Community Based Event,Mobile Unit,226.0,General Public,Movies,20:15:00
2018-05-25,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,40.0,General Public,Movies,20:30:00
2018-05-25,Manhattan,Sara D. Roosevelt Park,Community Based Event,Mobile Unit,50.0,General Public,Movies,00:30:00
2018-05-25,Brooklyn,Prospect Park,Community Based Event,Mobile Unit,250.0,General Public,Movies,20:00:00
2018-05-25,Staten Island,Wolfe's Pond Park,Community Based Event,Mobile Unit,110.0,General Public,Movies,20:10:00
2018-05-25,Brooklyn,Bensonhurst Park,Community Based Event,Mobile Unit,200.0,General Public,Movies,20:00:00
2018-05-25,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,40.0,General Public,Movies,20:30:00
2018-05-25,Manhattan,Randall's Island Park,Community Based Event,Mobile Unit,1000.0,General Public,Movies,20:00:00
2018-05-26,Staten Island,Wolfe's Pond Park,Community Based Event,Mobile Unit,110.0,General Public,Movies,00:10:00
2018-05-26,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,40.0,General Public,Movies,00:30:00
2018-05-26,Manhattan,William F. Passannante Ballfield,Community Based Event,Mobile Unit,100.0,General Public,Movies,20:30:00
2018-05-26,Bronx,Lafayette Ave & Edgewater Road,Community Based Event,Mobile Unit,25.0,Children;#Young Adult;#Adults;#General Public,Play,12:00:00
2018-05-26,Bronx,Williamsbridge Oval Park,Community Based Event,Mobile Unit,226.0,General Public,Movies,00:15:00
2018-05-26,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,66.0,General Public,,13:00:00
2018-05-26,Bronx,Lafayette Ave & Edgewater Road,Community Based Event,Mobile Unit,25.0,"Children, Young Adult, Adults, General Public",Play,16:00:00
2018-05-26,Queens,Frank D. O'Connor Playground,Community Based Event,Mobile Unit,236.0,General Public,Movies,00:00:00
2018-05-26,Bronx,Crotona Park,Community Based Event,Mobile Unit,31.0,General Public,Movies,20:15:00
2018-05-26,Bronx,Crotona Park,Community Based Event,Mobile Unit,43.0,General Public,Movies,20:15:00
2018-05-26,Manhattan,Sol Bloom Playground,Community Based Event,Mobile Unit,95.0,General Public,Movies,20:30:00
2018-05-26,Manhattan,Randall's Island Park,Community Based Event,Mobile Unit,1000.0,General Public,Movies,00:00:00
2018-05-26,Manhattan,Hansborough Recreation Center,Community Based Event,Arts/Culture,66.0,General Public,,17:00:00
2018-05-26,Brooklyn,Prospect Park,Community Based Event,Mobile Unit,250.0,General Public,Movies,00:00:00
2018-05-26,Brooklyn,Bensonhurst Park,Community Based Event,Mobile Unit,200.0,General Public,Movies,00:00:00
2018-05-26,Queens,Gorman,Community Based Event,Mobile Unit,169.0,General Public,Movies,20:00:00
2018-05-26,Brooklyn,P.S. 249,Community Based Event,Mobile Unit,270.0,General Public,Movies,20:00:00
2018-05-26,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,40.0,General Public,Movies,00:30:00
2018-05-26,Bronx,Franz Sigel Park,Community Based Event,Mobile Unit,96.0,General Public,Movies,20:00:00
2018-05-27,Bronx,Crotona Park,Community Based Event,Mobile Unit,31.0,General Public,Movies,00:15:00
2018-05-27,Manhattan,William F. Passannante Ballfield,Community Based Event,Mobile Unit,100.0,General Public,Movies,00:30:00
2018-05-27,Bronx,Crotona Park,Community Based Event,Mobile Unit,43.0,General Public,Movies,00:15:00
2018-05-27,Brooklyn,P.S. 249,Community Based Event,Mobile Unit,270.0,General Public,Movies,00:00:00
2018-05-27,Manhattan,Sol Bloom Playground,Community Based Event,Mobile Unit,95.0,General Public,Movies,00:30:00
2018-05-27,Queens,Gorman,Community Based Event,Mobile Unit,169.0,General Public,Movies,00:00:00
2018-05-27,Bronx,Franz Sigel Park,Community Based Event,Mobile Unit,96.0,General Public,Movies,00:00:00
2018-05-29,Manhattan,Jackie Robinson Park,Community Based Event,Performance,175.0,Tot;#Children,Play,11:00:00
2018-05-29,Bronx,Mullaly Park,Community Based Event,Mobile Unit,100.0,Children,Play,11:00:00
2018-05-29,Bronx,Mullaly Park,Community Based Event,Mobile Unit,100.0,Children,Play,15:00:00
2018-05-29,Manhattan,Jackie Robinson Park,Community Based Event,Performance,175.0,"Tot, Children",Play,15:00:00
2018-05-30,Manhattan,Seward Park,Community Based Event,Mobile Unit,80.0,General Public,Movies,00:00:00
2018-05-30,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Arts/Culture,22.0,General Public,,22:00:00
2018-05-30,Manhattan,Gertrude Ederle Recreation Center,Community Based Event,Arts/Culture,22.0,General Public,,18:00:00
2018-05-30,Manhattan,Seward Park,Community Based Event,Mobile Unit,80.0,General Public,Movies,04:00:00
2018-05-31,Manhattan,St. Vartan Park,Community Based Event,Mobile Unit,35.0,General Public,Movies,22:00:00
2018-05-31,Manhattan,St. Vartan Park,Community Based Event,Mobile Unit,35.0,General Public,Movies,18:00:00
2018-06-01,Staten Island,Westerleigh Park,Community Based Event,Mobile Unit,150.0,"Young Adult, Tot, Children",Play,13:00:00
2018-06-01,Manhattan,J. Hood Wright Recreation Center,Community Based Event,Fitness,35.0,General Public,Dance,16:00:00
2018-06-01,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Family Festival,150.0,General Public,,14:00:00
2018-06-01,Bronx,Owen Dolen Recreation Center,Local Event,Performance,150.0,Young Adult;#Teens,Awards,09:00:00
2018-06-01,Manhattan,J. Hood Wright Recreation Center,Community Based Event,Fitness,35.0,General Public,Dance,20:00:00
2018-06-01,Staten Island,Willowbrook Park,Community Based Event,Mobile Unit,50.0,General Public,Movies,20:30:00
2018-06-01,Staten Island,Westerleigh Park,Community Based Event,Mobile Unit,150.0,Young Adult;#Tot;#Children,Play,09:00:00
2018-06-01,Brooklyn,Leif Ericson Park,Community Based Event,Mobile Unit,250.0,General Public,Movies,20:00:00
2018-06-01,Bronx,Burns Playground,Community Based Event,Mobile Unit,35.0,General Public,Movies,20:30:00
2018-06-01,Bronx,Owen Dolen Recreation Center,Local Event,Performance,150.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors,Awards,10:00:00
2018-06-01,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,1400.0,General Public,Movies,18:00:00
2018-06-01,Bronx,Owen Dolen Recreation Center,Local Event,Performance,150.0,"Young Adult, Teens",Awards,13:00:00
2018-06-01,Manhattan,Pelham Fritz Recreation Center,Community Based Event,Family Festival,150.0,General Public,,10:00:00
2018-06-01,Brooklyn,McCarren Pool Deck,Community Based Event,Mobile Unit,65.0,General Public,Movies,20:00:00
2018-06-01,Bronx,Owen Dolen Recreation Center,Local Event,Performance,150.0,"Tot, Children, Young Adult, Adults, Teens, Seniors",Awards,14:00:00
2018-06-01,Manhattan,Marcus Garvey Park,Community Based Event,Mobile Unit,1400.0,General Public,Movies,22:00:00
2018-06-01,Manhattan,Recreation Center 54,Community Based Event,Fitness,96.0,Children;#Teens,,15:00:00
2018-06-01,Queens,Rory Staunton Field,Community Based Event,Mobile Unit,112.0,General Public,Movies,20:00:00
2018-06-01,Manhattan,Recreation Center 54,Community Based Event,Fitness,96.0,"Children, Teens",,19:00:00
2018-06-02,Bronx,Mullaly Park,Community Based Event,Mobile Unit,80.0,Children;#Adaptive,Play,11:00:00
2018-06-02,Manhattan,Highbridge Park,Community Based Event,Sport,21.0,Teens,,00:00:00
